69	61	Transsexual is the label given , not altogether happily , to a person who has the misfortune to be born with physical characteristics which are congruent but whose self-belief is incongruent . 	NAN	NAN	NAN	0.1	NAN
69	62	Transsexual people are born with the anatomy of a person of one sex but with an unshakeable belief or feeling that they are persons of the opposite sex . 	NAN	NAN	NAN	0.1	NAN
69	63	They experience themselves as being of the opposite sex . 	NAN	NAN	NAN	0.1	NAN
69	64	Mrs Bellinger is such a person . 	NAN	NAN	NAN	0.1	NAN
69	65	The aetiology of this condition remains uncertain . 	NAN	NAN	NAN	0.1	NAN
69	66	It is now generally recognised as a psychiatric disorder , often known as gender dysphoria or gender identity disorder . 	NAN	NAN	NAN	0.1	NAN
69	67	It can result in acute psychological distress . 	NAN	NAN	NAN	0.1	NAN
69	68	8 . 	NAN	NAN	NAN	0.1	NAN
69	69	The treatment of this condition depends upon its severity and the circumstances of the individual . 	NAN	NAN	NAN	0.1	NAN
69	70	In severe cases conventional psychiatric treatment is inadequate . 	NAN	NAN	NAN	0.1	NAN
69	71	Ultimately the most that medical science can do in order to alleviate the condition is , in appropriate cases , to rid the body of its intensely disliked features and make it accord , so far as possible , with the anatomy craved . 	NAN	NAN	NAN	0.1	NAN
69	72	This is done by means of hormonal and other treatment and major surgery , popularly known as a ` sex change ' operation . 	NAN	NAN	NAN	0.1	NAN
69	73	In this regard medical science and surgical expertise have advanced much in recent years . 	NAN	NAN	NAN	0.1	NAN
69	74	Hormonal treatment can change a person 's secondary sexual characteristics . 	NAN	NAN	NAN	0.1	NAN
69	75	Irreversible surgery can adapt or remove genitalia and other organs , external and internal . 	NAN	NAN	NAN	0.1	NAN
69	76	By this means a normal body of one sex can be altered so as to give the appearance of a normal body of the other sex . 	NAN	NAN	NAN	0.1	NAN
69	77	But there are still limits to what can be done . 	NAN	NAN	NAN	0.1	NAN
69	78	Gonads can not be constructed . 	NAN	NAN	NAN	0.1	NAN
69	79	The creation of replica genital organs is particularly difficult with female to male gender reassignment surgery . 	NAN	NAN	NAN	0.1	NAN
69	80	Chromosomal patterns remain unchanged . 	NAN	NAN	NAN	0.1	NAN
69	81	The change of body can never be complete . 	NAN	NAN	NAN	0.1	NAN
69	82	9 . 	NAN	NAN	NAN	0.1	NAN
69	83	Surgery of this nature is the last step in what are typically four steps of treatment . 	NAN	NAN	NAN	0.1	NAN
69	84	The four steps are psychiatric assessment , hormonal treatment , a period of living as a member of the opposite sex subject to professional supervision and therapy -LRB- the ` real life experience ' -RRB- , and finally , in suitable cases , gender reassignment surgery . 	NAN	NAN	NAN	0.1	NAN
69	85	In February 1981 Mrs Bellinger , having been through the previous stages of treatment , successfully underwent this form of surgery . 	NAN	NAN	NAN	0.1	NAN
69	86	This involved removal of her testes and penis and , in the words of Johnson J , ` the creation of an orifice which can be described as an artificial vagina , but she was still without uterus or ovaries or any other biological characteristics of a woman . ' 	NAN	NAN	NAN	0.1	NAN
69	87	A chromosomal test , dated 8 April 1999 , showed her to have a karyotype 46XY pattern , an apparently normal male karyotype . 	NAN	NAN	NAN	0.1	NAN
69	88	10 . 	NAN	NAN	NAN	0.1	NAN
69	89	For completeness I should mention in passing that a transsexual person is to be distinguished from a homosexual person . 	NAN	NAN	NAN	0.1	NAN
69	90	A homosexual is a person who is attracted sexually to persons of the same sex . 	NAN	NAN	NAN	0.1	NAN
69	91	Nor should a transsexual person be confused with a transvestite . 	NAN	NAN	NAN	0.2	NAN
69	92	A transvestite is a person who , usually for the purpose of his or her sexual gratification , enjoys dressing in the clothes of the opposite sex . 	NAN	NAN	NAN	0.2	NAN
69	93	The present state of the law 11 . 	NAN	NAN	NAN	0.2	NAN
69	94	The present state of English law regarding the sex of transsexual people is represented by the well known decision of Ormrod J in Corbett v Corbett -LSB- 1971 -RSB- P 83 , 104 , 106 . 	NAN	NAN	NAN	0.2	NAN
69	95	That case , like the present one , concerned the gender of a male to female transsexual in the context of the validity of a marriage . 	NAN	NAN	NAN	0.2	NAN
69	96	Ormrod J held that , in this context , the law should adopt the chromosomal , gonadal and genital tests . 	NAN	NAN	NAN	0.2	NAN
69	97	If all three are congruent , that should determine a person 's sex for the purpose of marriage . 	NAN	NAN	NAN	0.2	NAN
69	98	Any operative intervention should be ignored . 	NAN	NAN	NAN	0.2	NAN
69	99	The biological sexual constitution of an individual is fixed at birth , at the latest , and can not be changed either by the natural development of organs of the opposite sex or by medical or surgical means . 	NAN	NAN	NAN	0.2	NAN
69	100	12 . 	NAN	NAN	NAN	0.2	NAN
69	101	In R v Tan -LSB- 1983 -RSB- QB 1053 , 1063-1064 , the Court of Appeal , comprising May LJ and Parker and Staughton JJ , applied the Corbett approach in the context of criminal law . 	NAN	NAN	NAN	0.2	NAN
69	102	The court upheld convictions which were dependent on Gloria Greaves , a post-operative male to female transsexual , still being in law a man . 	NAN	NAN	NAN	0.2	NAN
69	103	In S-T -LRB- formerly J -RRB- v J -LSB- 1998 -RSB- Fam 103 , 122 , a case of a female to male transsexual , the correctness of the decision in Corbett seems not to have been challenged . 	NAN	NAN	NAN	0.2	NAN
69	104	But Ward LJ suggested that the decision would bear re-examination . 	NAN	NAN	NAN	0.2	NAN
69	105	13 . 	NAN	NAN	NAN	0.2	NAN
69	106	The decision in Corbett has attracted much criticism , from the medical profession and elsewhere . 	NAN	NAN	NAN	0.2	NAN
69	107	The criteria for designating a person as male or female are complex . 	NAN	NAN	NAN	0.2	NAN
69	108	It is too ` reductionistic ' to have regard only to the three Corbett factors of chromosomes , gonads and genitalia . 	NAN	NAN	NAN	0.2	NAN
69	109	This approach ignores ` the compelling significance of the psychological status of the person as a man or a woman ' . 	NAN	NAN	NAN	0.2	NAN
69	110	Further , the application of the Corbett approach leads to a substantially different outcome in the cases of a post-operative inter-sexual person and a post-operative transsexual person , even though , post-operatively , the bodies of the two individuals may be remarkably similar . 	NAN	NAN	NAN	0.2	NAN
69	111	14 . 	NAN	NAN	NAN	0.2	NAN
69	112	In overseas jurisdictions Corbett has not been universally followed . 	NAN	NAN	NAN	0.2	NAN
69	113	It was followed , for instance , in South Africa in W v W -LRB- 1976 -RRB- -LRB- 2 -RRB- SALR 308 and in Canada in M v M -LRB- A -RRB- -LRB- 1984 -RRB- 42 RFL -LRB- 2d -RRB- 267 . 	NAN	NAN	NAN	0.2	NAN
69	114	But more recently the trend has been in the opposite direction . 	NAN	NAN	NAN	0.2	NAN
69	115	Thus , for instance , in New Zealand and Australia post-operative transsexuals ' assigned sex has been recognised for the purpose of validating their marriages . 	NAN	NAN	NAN	0.2	NAN
69	116	In New Zealand in Attorney-General v Otahuhu Family Court -LSB- 1995 -RSB- 1 NZLR 603 , 630 , Ellis J noted that once a transsexual person has undergone surgery , he or she is no longer able to operate in his or her original sex . 	NAN	NAN	NAN	0.2	NAN
69	117	He held there is no social advantage in the law not recognising the validity of the marriage of a transsexual in the sex of reassignment . 	NAN	NAN	NAN	0.2	NAN
69	118	An adequate test is whether the person in question has undergone surgical and medical procedures that have effectively given the person the physical conformation of a person of a specified sex . 	NAN	NAN	NAN	0.2	NAN
69	119	15 . 	NAN	NAN	NAN	0.2	NAN
69	120	In Australia Chisholm J reached a similar conclusion in Re Kevin -LRB- validity of marriage of transsexual -RRB- -LSB- 2001 -RSB- Fam CA 1074 , a case decided after the decision of the Court of Appeal in the present case . 	NAN	NAN	NAN	0.2	NAN
69	121	Chisholm J 's extensive judgment contains a powerful critique of the existing law and a useful review of international developments . 	NAN	NAN	NAN	0.2	NAN
69	122	Having regard to the view I take of this case , it is not necessary for me to elaborate on his views . 	NAN	NAN	NAN	0.2	NAN
69	123	Suffice to say , his conclusion was that there is no ` formulaic solution ' to determining the sex of an individual for the purpose of the law of marriage . 	NAN	NAN	NAN	0.2	NAN
69	124	All relevant matters need to be considered , including the person 's life experiences and self-perception . 	NAN	NAN	NAN	0.2	NAN
69	125	Post-operative transsexual people will normally be members of their reassigned sex . 	NAN	NAN	NAN	0.2	NAN
69	126	16 . 	NAN	NAN	NAN	0.2	NAN
69	127	This decision was the subject of an appeal . 	NAN	NAN	NAN	0.2	NAN
69	128	Very recently , on 21 February 2003 , the full court of the Federal Family Court dismissed the appeal : Appeal no . 	NAN	NAN	NAN	0.2	NAN
69	129	EA/97/2001 -LRB- unreported -RRB- . 	NAN	NAN	NAN	0.2	NAN
69	130	The judgment of the full court contains an invaluable survey of the authorities and the issues . 	NAN	NAN	NAN	0.2	NAN
69	131	The court concluded that in the relevant Commonwealth marriage statute the words ` man ' and ` woman ' should be given their ordinary , everyday contemporary meaning . 	NAN	NAN	NAN	0.2	NAN
69	132	Chisholm J. was entitled to conclude , as a question of fact , that the word ` man ' includes a post-operative female to male transsexual person . 	NAN	NAN	NAN	0.2	NAN
69	133	The full court left open the ` more difficult ' question of pre-operative transsexual persons . 	NAN	NAN	NAN	0.2	NAN
69	134	The decisions of the courts below 17 . 	NAN	NAN	NAN	0.2	NAN
69	135	The trial judge , Johnson J , recognised there has been a marked change in social attitudes to problems such as those of Mrs Bellinger since Corbett v Corbett -LSB- 1971 -RSB- P 83 was decided in 1970 . 	NAN	NAN	NAN	0.2	NAN
69	136	The law on this matter in this country is , or is becoming , a minority position , at least so far as Europe is concerned . 	NAN	NAN	NAN	0.2	NAN
69	137	But the law is clear , and as a judge he had to accept the law as it is . 	NAN	NAN	NAN	0.2	NAN
69	138	What is also clear is that this is no simple matter . 	NAN	NAN	NAN	0.2	NAN
69	139	Potentially there are serious implications to be considered in relation to the law of marriage and other areas of life : see -LSB- 2001 -RSB- 1 FLR 389 , 402 . 	NAN	NAN	NAN	0.2	NAN
69	140	18 . 	NAN	NAN	NAN	0.2	NAN
69	141	Likewise , the majority of the Court of Appeal , having considered up to date medical evidence , adhered to the Corbett approach . 	NAN	NAN	NAN	0.2	NAN
69	142	The three criteria relied upon by Ormrod J remain the only basis upon which to decide upon the gender of a child at birth . 	NAN	NAN	NAN	0.2	NAN
69	143	There is , in informed medical circles , a growing momentum for recognition of transsexual people for every purpose and in a manner similar to those who are inter-sexed . 	NAN	NAN	NAN	0.2	NAN
69	144	This reflects changes in social attitudes as well as advances in medical research . 	NAN	NAN	NAN	0.2	NAN
69	145	But recognition of a change of gender for the purposes of marriage would require some certainty regarding the point at which the change takes place . 	NAN	NAN	NAN	0.2	NAN
69	146	This point is not easily ascertainable . 	NAN	NAN	NAN	0.2	NAN
69	147	At what point would it be consistent with public policy to recognise that a person should be treated for all purposes , including marriage , as a person of the opposite sex to that which he or she was correctly assigned at birth ? 	NAN	NAN	NAN	0.2	NAN
69	148	This is a question for Parliament , not the courts : see -LSB- 2002 -RSB- 2 WLR 411 , 434-436 , paras 97-109 . 	NAN	NAN	NAN	0.2	NAN
69	149	19 . 	NAN	NAN	NAN	0.2	NAN
69	150	In his dissenting judgment Thorpe LJ questioned whether it was right , particularly in the context of marriage , to make the chromosomal factor conclusive , or even dominant . 	NAN	NAN	NAN	0.2	NAN
69	151	It is an invisible feature of an individual , incapable of perception other than by scientific test . 	NAN	NAN	NAN	0.3	NAN
69	152	In the context of the institution of marriage as it is today it is right to give predominance to psychological factors and to carry out the essential assessment of gender at or shortly before the time of marriage rather than at the time of birth : -LSB- 2002 -RSB- 2 WLR 411 , 449 , para 155 . 	NAN	NAN	NAN	0.3	NAN
69	153	The European Court of Human Rights 20 . 	NAN	NAN	NAN	0.3	NAN
69	154	This issue has been before the European Court of Human Rights on several occasions in the last twenty years . 	NAN	NAN	NAN	0.3	NAN
69	155	During this period the development of human rights law on this issue has been remarkably rapid . 	NAN	NAN	NAN	0.3	NAN
69	156	Until very recently the court consistently held that application of the Corbett criteria , and consequent non-recognition of change of gender by post-operative transsexual persons , did not constitute a violation of article 8 -LRB- right to respect for private life -RRB- or article 12 -LRB- right to marry -RRB- : Rees v United Kingdom -LRB- 1986 -RRB- 9 EHRR 56 , Cossey v United Kingdom -LRB- 1990 -RRB- 13 EHRR 622 , and Sheffield and Horsham v United Kingdom -LRB- 1998 -RRB- 27 EHRR 163 . 	NAN	NAN	NAN	0.3	NAN
69	157	It is to be noted , however , that in the latter case the court was critical of the United Kingdom 's apparent failure to take any steps to keep this area of the law under review . 	NAN	NAN	NAN	0.3	NAN
69	158	There is , the court said , an increased social acceptance of transsexualism and an increased recognition of the problems which post-operative transsexual people encounter . 	NAN	NAN	NAN	0.3	NAN
69	159	The court reiterated that this area ` needs to be kept under review by Contracting States ' : para 60 . 	NAN	NAN	NAN	0.3	NAN
69	160	21 . 	NAN	NAN	NAN	0.3	NAN
69	161	In its most recent decision the court has taken the view that the sands of time have run out . 	NAN	NAN	NAN	0.3	NAN
69	162	The United Kingdom 's margin of appreciation no longer extends to declining to give legal recognition to all cases of gender reassignment . 	NAN	NAN	NAN	0.3	NAN
69	163	This was the decision of the court , sitting as a grand chamber , in the case of Goodwin v United Kingdom -LRB- 2002 -RRB- 35 EHRR 18 . 	NAN	NAN	NAN	0.3	NAN
69	164	Judgment was given in July 2002 , that is , after the Court of Appeal gave its judgment in the present case . 	NAN	NAN	NAN	0.3	NAN
69	165	Christine Goodwin was a post-operative male to female transsexual . 	NAN	NAN	NAN	0.3	NAN
69	166	The court held unanimously that the United Kingdom was in breach of articles 8 and 12 . 	NAN	NAN	NAN	0.3	NAN
69	167	22 . 	NAN	NAN	NAN	0.3	NAN
69	168	The court 's judgment was wide-ranging . 	NAN	NAN	NAN	0.3	NAN
69	169	As it happens , this was not a ` marriage ' case . 	NAN	NAN	NAN	0.3	NAN
69	170	Christine Goodwin had married as a man and later been divorced . 	NAN	NAN	NAN	0.3	NAN
69	171	Her complaint was that in several respects she , as a post-operative transsexual person , was not treated fairly by the laws or practices of this country . 	NAN	NAN	NAN	0.3	NAN
69	172	She was unable to pursue a claim for sexual harassment in an employment tribunal because she was considered in law to be a man . 	NAN	NAN	NAN	0.3	NAN
69	173	She was not eligible for a state pension at 60 , the age of entitlement for women . 	NAN	NAN	NAN	0.3	NAN
69	174	She remained obliged to pay the higher car insurance premiums applicable to men . 	NAN	NAN	NAN	0.3	NAN
69	175	In many instances she had to choose between revealing her birth certificate and foregoing advantages conditional upon her producing her birth certificate . 	NAN	NAN	NAN	0.3	NAN
69	176	Her inability to marry as a woman seems not to have been the subject of specific complaint by her . 	NAN	NAN	NAN	0.3	NAN
69	177	But in its judgment the court expressed its views on this and other aspects of the lack of legal recognition of her gender reassignment . 	NAN	NAN	NAN	0.3	NAN
69	178	23 . 	NAN	NAN	NAN	0.3	NAN
69	179	Some of the main points in the judgment of the court can be summarised as follows . 	NAN	NAN	NAN	0.3	NAN
69	180	In the interests of legal certainty , foreseeability and equality before the law the court should not depart , without good reason , from precedents laid down in previous cases . 	NAN	NAN	NAN	0.3	NAN
69	181	But the court must have regard to changing conditions within the respondent state and within contracting states generally . 	NAN	NAN	NAN	0.3	NAN
69	182	The court must respond to any evolving convergence on the standards to be achieved : para 74 . 	NAN	NAN	NAN	0.3	NAN
69	183	A test of congruent biological factors can no longer be decisive in denying legal recognition to the change of gender of a post-operative transsexual : para 100 . 	NAN	NAN	NAN	0.3	NAN
69	184	With increasingly sophisticated types of surgery and hormonal treatments the principal unchanging biological aspect of gender identity is the chromosomal element . 	NAN	NAN	NAN	0.3	NAN
69	185	It is not apparent that this must inevitably be of decisive significance : para 82 . 	NAN	NAN	NAN	0.3	NAN
69	186	The court recognised that it is for a contracting state to determine , amongst other matters , the conditions under which a person claiming legal recognition as a transsexual establishes that gender re-assignment has been properly effected . 	NAN	NAN	NAN	0.3	NAN
69	187	But it found ` no justification for barring the transsexual from enjoying the right to marry under any circumstances ' : para 103 . 	NAN	NAN	NAN	0.3	NAN
69	188	24 . 	NAN	NAN	NAN	0.3	NAN
69	189	This decision of the court was essentially prospective in character . 	NAN	NAN	NAN	0.3	NAN
69	190	The court made this plain . 	NAN	NAN	NAN	0.3	NAN
69	191	Until 1998 , the date of the decision in Sheffield and Horsham v United Kingdom -LRB- 1998 -RRB- 27 EHRR 163 , the court had found that the United Kingdom 's treatment of post-operative transsexual people was within this country 's margin of appreciation and that this treatment did not violate the Convention . 	NAN	NAN	NAN	0.3	NAN
69	192	By the Goodwin decision the court found that ` the situation , as it has evolved , no longer falls within the United Kingdom 's margin of appreciation ' : paras 119-120 -LRB- emphasis added -RRB- . 	NAN	NAN	NAN	0.3	NAN
69	193	Developments since the Goodwin decision 25 . 	NAN	NAN	NAN	0.3	NAN
69	194	This decision of the European Court of Human Rights prompted three developments . 	NAN	NAN	NAN	0.3	NAN
69	195	First , in written answers to the House of Commons on 23 July 2002 , the Parliamentary Secretary to the Lord Chancellor 's Department noted that the interdepartmental working group on transsexual people had been reconvened . 	NAN	NAN	NAN	0.3	NAN
69	196	Its terms of reference include re-examining the implications of granting full legal status to transsexual people in their acquired gender . 	NAN	NAN	NAN	0.3	NAN
69	197	The minister stated that the working group had been asked to consider urgently the implications of the Goodwin judgment . 	NAN	NAN	NAN	0.3	NAN
69	198	26 . 	NAN	NAN	NAN	0.3	NAN
69	199	The second development has an important bearing on the outcome of this appeal . 	NAN	NAN	NAN	0.3	NAN
69	200	On 13 December 2002 the government announced its intention to bring forward primary legislation which will allow transsexual people who can demonstrate they have taken decisive steps towards living fully and permanently in the acquired gender to marry in that gender . 	NAN	NAN	NAN	0.3	NAN
69	201	The legislation will also deal with other issues arising from the legal recognition of acquired gender . 	NAN	NAN	NAN	0.3	NAN
69	202	A draft outline Bill will be published in due course . 	NAN	NAN	NAN	0.3	NAN
69	203	27 . 	NAN	NAN	NAN	0.3	NAN
69	204	The third development was that before your Lordships ' House counsel for the Lord Chancellor accepted that , from the time of the Goodwin decision , those parts of English law which fail to give legal recognition to the acquired gender of transsexual persons are in principle incompatible with articles 8 and 12 of the Convention . 	NAN	NAN	NAN	0.3	NAN
69	205	Domestic law , including section 11 -LRB- c -RRB- of the Matrimonial Causes Act 1973 , will have to change . 	NAN	NAN	NAN	0.3	NAN
69	206	Gender reassignment 28 . 	NAN	NAN	NAN	0.3	NAN
69	207	The distinction between male and female exists throughout the animal world . 	NAN	NAN	NAN	0.3	NAN
69	208	It corresponds to the different roles played in the reproductive process . 	NAN	NAN	NAN	0.3	NAN
69	209	A male produces sperm which fertilise the female 's eggs . 	NAN	NAN	NAN	0.3	NAN
69	210	In this country , as elsewhere , classification of a person as male or female has long conferred a legal status . 	NAN	NAN	NAN	0.3	NAN
69	211	It confers a legal status , in that legal as well as practical consequences follow from the recognition of a person as male or female . 	NAN	NAN	NAN	0.4	NAN
69	212	The legal consequences affect many areas of life , from marriage and family law to gender-specific crime and competitive sport . 	NAN	NAN	NAN	0.4	NAN
69	213	It is not surprising , therefore , that society through its laws decides what objective biological criteria should be applied when categorising a person as male or female . 	NAN	NAN	NAN	0.4	NAN
69	214	Individuals can not choose for themselves whether they wish to be known or treated as male or female . 	NAN	NAN	NAN	0.4	NAN
69	215	Self-definition is not acceptable . 	NAN	NAN	NAN	0.4	NAN
69	216	That would make nonsense of the underlying biological basis of the distinction . 	NAN	NAN	NAN	0.4	NAN
69	217	29 . 	NAN	NAN	NAN	0.4	NAN
69	218	This approach did not give rise to legal difficulty before the advent of gender reassignment treatment . 	NAN	NAN	NAN	0.4	NAN
69	219	This was noted by Lord Reed in his article ` Splitting the difference : transsexuals and European Human Rights law ' -LRB- September 2000 -RRB- . 	NAN	NAN	NAN	0.4	NAN
69	220	Gender identity disorder seems always to have existed . 	NAN	NAN	NAN	0.4	NAN
69	221	But before the advent of gender reassignment treatment a claim by a transsexual person to be recognised in his or her self-perceived gender would have been hopeless . 	NAN	NAN	NAN	0.4	NAN
69	222	The anatomy of his or her body of itself would have refuted the claim . 	NAN	NAN	NAN	0.4	NAN
69	223	30 . 	NAN	NAN	NAN	0.4	NAN
69	224	The position has now changed . 	NAN	NAN	NAN	0.4	NAN
69	225	Recognition of transsexualism as a psychiatric disorder has been accompanied by the development of sophisticated techniques of medical treatment . 	NAN	NAN	NAN	0.4	NAN
69	226	The anatomical appearance of the body can be substantially altered , by forms of treatment which are permissible as well as possible . 	NAN	NAN	NAN	0.4	NAN
69	227	It is in these changed circumstances that society is now facing the question of how far it is prepared to go to alleviate the plight of the small minority of people who suffer from this medical condition . 	NAN	NAN	NAN	0.4	NAN
69	228	Should self-perceived gender be recognised ? 	NAN	NAN	NAN	0.4	NAN
69	229	31 . 	NAN	NAN	NAN	0.4	NAN
69	230	Recognition of gender reassignment will involve some blurring of the normally accepted biological distinction between male and female . 	NAN	NAN	NAN	0.4	NAN
69	231	Some blurring already exists , unavoidably , in the case of inter-sexual persons . 	NAN	NAN	NAN	0.4	NAN
69	232	When assessing the gender of inter-sexual persons , matters taken into account include self-perception and style of upbringing and living . 	NAN	NAN	NAN	0.4	NAN
69	233	Recognition of gender reassignment will involve further blurring . 	NAN	NAN	NAN	0.4	NAN
69	234	It will mean that in law a person who , unlike an inter-sexual person , had all the biological characteristics of one sex at birth may subsequently be treated as a member of the opposite sex . 	NAN	NAN	NAN	0.4	NAN
69	235	32 . 	NAN	NAN	NAN	0.4	NAN
69	236	Thus the circumstances in which , and the purposes for which , gender reassignment is recognised are matters of much importance . 	NAN	NAN	NAN	0.4	NAN
69	237	These are not easy questions . 	NAN	NAN	NAN	0.4	NAN
69	238	The circumstances of transsexual people vary widely . 	NAN	NAN	NAN	0.4	NAN
69	239	The distinction between male and female is material in widely differing contexts . 	NAN	NAN	NAN	0.4	NAN
