3.21	69	31	26	4	nicholls	She underwent treatment , described below .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	32	27	4	nicholls	When she married Mr Bellinger he was fully aware of her background .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	33	28	4	nicholls	He has throughout been entirely supportive of her .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	34	29	4	nicholls	She was described on her marriage certificate as a spinster .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	35	30	4	nicholls	Apart from that , the registrar did not ask about her gender status , nor did Mrs Bellinger volunteer any information .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	36	31	4	nicholls	Since their marriage Mr and Mrs Bellinger have lived happily together as husband and wife , and have presented themselves in this way to the outside world .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	37	32	4.5	nicholls	The indicia of sex and transsexual people	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	38	33	5	nicholls	The indicia of human sex or gender ( for present purposes the two terms are interchangeable ) can be listed , in no particular order , as follows .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	39	34	5	nicholls	( 1 ) Chromosomes : XY pattern in males , XX in females .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	40	35	5	nicholls	( 2 ) Gonads : testes in males , ovaries in females .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	41	36	5	nicholls	( 3 ) Internal sex organs other than the gonads : for instance , sperm ducts in males , uterus in females .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	42	37	5	nicholls	( 4 ) External genitalia .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	43	38	5	nicholls	( 5 ) Hormonal patterns and secondary sexual characteristics , such as facial hair and body shape : no one suggests these criteria should be a primary factor in assigning sex .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	44	39	5	nicholls	( 6 ) Style of upbringing and living .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	45	40	5	nicholls	( 7 ) Self-perception .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	46	41	5	nicholls	Some medical research has suggested that this factor is not exclusively psychological .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	47	42	5	nicholls	Rather , it is associated with biological differentiation within the brain .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	48	43	5	nicholls	The research has been very limited , and in the present state of neuroscience the existence of such an association remains speculative .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	50	44	6	nicholls	In the vast majority of cases these indicia in an individual all point in the same direction .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	51	45	6	nicholls	There is no difficulty in assigning male or female gender to the individual .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	52	46	6	nicholls	But nature does not draw straight lines .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	53	47	6	nicholls	Some people have the misfortune to be born with physiological characteristics which deviate from the normal in one or more respects , and to lesser or greater extent .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	54	48	6	nicholls	These people attract the convenient shorthand description of inter-sexual .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	55	49	6	nicholls	In such cases classification of the individual as male or female is best done by having regard to all the factors I have listed .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	56	50	6	nicholls	If every person has to be classified as either male or female , that is the best that can be done .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	57	51	6	nicholls	That was the course , in line with medical opinion , followed by Charles J in W v W ( Physical Inter-sex ) [ 2001 ] Fam 111 , 146d-f .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	1	1
3.21	69	58	52	6	nicholls	That is not the problem arising in the present case .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	60	53	7	nicholls	Transsexual people are to be distinguished from inter-sexual people .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	61	54	7	nicholls	Transsexual is the label given , not altogether happily , to a person who has the misfortune to be born with physical characteristics which are congruent but whose self-belief is incongruent .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	62	55	7	nicholls	Transsexual people are born with the anatomy of a person of one sex but with an unshakeable belief or feeling that they are persons of the opposite sex .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	63	56	7	nicholls	They experience themselves as being of the opposite sex .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	64	57	7	nicholls	Mrs Bellinger is such a person .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	65	58	7	nicholls	The aetiology of this condition remains uncertain .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	66	59	7	nicholls	It is now generally recognised as a psychiatric disorder , often known as gender dysphoria or gender identity disorder .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	67	60	7	nicholls	It can result in acute psychological distress .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	69	61	8	nicholls	The treatment of this condition depends upon its severity and the circumstances of the individual .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	70	62	8	nicholls	In severe cases conventional psychiatric treatment is inadequate .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	71	63	8	nicholls	Ultimately the most that medical science can do in order to alleviate the condition is , in appropriate cases , to rid the body of its intensely disliked features and make it accord , so far as possible , with the anatomy craved .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	72	64	8	nicholls	This is done by means of hormonal and other treatment and major surgery , popularly known as a ' sex change ' operation .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	73	65	8	nicholls	In this regard medical science and surgical expertise have advanced much in recent years .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	74	66	8	nicholls	Hormonal treatment can change a person 's secondary sexual characteristics .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	75	67	8	nicholls	Irreversible surgery can adapt or remove genitalia and other organs , external and internal .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	76	68	8	nicholls	By this means a normal body of one sex can be altered so as to give the appearance of a normal body of the other sex .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	77	69	8	nicholls	But there are still limits to what can be done .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	78	70	8	nicholls	Gonads cannot be constructed .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	79	71	8	nicholls	The creation of replica genital organs is particularly difficult with female to male gender reassignment surgery .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	80	72	8	nicholls	Chromosomal patterns remain unchanged .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	81	73	8	nicholls	The change of body can never be complete .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	83	74	9	nicholls	Surgery of this nature is the last step in what are typically four steps of treatment .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	84	75	9	nicholls	The four steps are psychiatric assessment , hormonal treatment , a period of living as a member of the opposite sex subject to professional supervision and therapy ( the ' real life experience ' ) , and finally , in suitable cases , gender reassignment surgery .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	85	76	9	nicholls	In February 1981 Mrs Bellinger , having been through the previous stages of treatment , successfully underwent this form of surgery .	FACT	4	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	86	77	9	nicholls	This involved removal of her testes and penis and , in the words of Johnson J , ' the creation of an orifice which can be described as an artificial vagina , but she was still without uterus or ovaries or any other biological characteristics of a woman . '	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	87	78	9	nicholls	A chromosomal test , dated 8 April 1999 , showed her to have a karyotype 46XY pattern , an apparently normal male karyotype .	FACT	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	89	79	10	nicholls	For completeness I should mention in passing that a transsexual person is to be distinguished from a homosexual person .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	90	80	10	nicholls	A homosexual is a person who is attracted sexually to persons of the same sex .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	91	81	10	nicholls	Nor should a transsexual person be confused with a transvestite .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	92	82	10	nicholls	A transvestite is a person who , usually for the purpose of his or her sexual gratification , enjoys dressing in the clothes of the opposite sex .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	93	83	10.5	nicholls	The present state of the law	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	94	84	11	nicholls	The present state of English law regarding the sex of transsexual people is represented by the well known decision of Ormrod J in Corbett v Corbett [ 1971 ] P 83 , 104 , 106 .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	1	1
3.21	69	95	85	11	nicholls	That case , like the present one , concerned the gender of a male to female transsexual in the context of the validity of a marriage .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	96	86	11	nicholls	Ormrod J held that , in this context , the law should adopt the chromosomal , gonadal and genital tests .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	97	87	11	nicholls	If all three are congruent , that should determine a person 's sex for the purpose of marriage .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	98	88	11	nicholls	Any operative intervention should be ignored .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	99	89	11	nicholls	The biological sexual constitution of an individual is fixed at birth , at the latest , and cannot be changed either by the natural development of organs of the opposite sex or by medical or surgical means .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	101	90	12	nicholls	In R v Tan [ 1983 ] QB 1053 , 1063 - 1064 , the Court of Appeal , comprising May LJ and Parker and Staughton JJ , applied the Corbett approach in the context of criminal law .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	1	1	1	1
3.21	69	102	91	12	nicholls	The court upheld convictions which were dependent on Gloria Greaves , a post-operative male to female transsexual , still being in law a man .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	103	92	12	nicholls	In S-T ( formerly J ) v J [ 1998 ] Fam 103 , 122 , a case of a female to male transsexual , the correctness of the decision in Corbett seems not to have been challenged .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	0
3.21	69	104	93	12	nicholls	But Ward LJ suggested that the decision would bear re-examination .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	106	94	13	nicholls	The decision in Corbett has attracted much criticism , from the medical profession and elsewhere .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	0	0
3.21	69	107	95	13	nicholls	The criteria for designating a person as male or female are complex .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	108	96	13	nicholls	It is too ' reductionistic ' to have regard only to the three Corbett factors of chromosomes , gonads and genitalia .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	0	0
3.21	69	109	97	13	nicholls	This approach ignores ' the compelling significance of the psychological status of the person as a man or a woman ' .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	110	98	13	nicholls	Further , the application of the Corbett approach leads to a substantially different outcome in the cases of a post-operative inter-sexual person and a post-operative transsexual person , even though , post-operatively , the bodies of the two individuals may be remarkably similar .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	0	0
3.21	69	112	99	14	nicholls	In overseas jurisdictions Corbett has not been universally followed .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	113	100	14	nicholls	It was followed , for instance , in South Africa in W v W ( 1976 ) ( 2 ) SALR 308 and in Canada in M v M ( A ) ( 1984 ) 42 RFL ( 2d ) 267 .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	0
3.21	69	114	101	14	nicholls	But more recently the trend has been in the opposite direction .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	115	102	14	nicholls	Thus , for instance , in New Zealand and Australia post-operative transsexuals ' assigned sex has been recognised for the purpose of validating their marriages .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	1	0	0	0
3.21	69	116	103	14	nicholls	In New Zealand in Attorney-General v Otahuhu Family Court [ 1995 ] 1 NZLR 603 , 630 , Ellis J noted that once a transsexual person has undergone surgery , he or she is no longer able to operate in his or her original sex .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	1
3.21	69	117	104	14	nicholls	He held there is no social advantage in the law not recognising the validity of the marriage of a transsexual in the sex of reassignment .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	118	105	14	nicholls	An adequate test is whether the person in question has undergone surgical and medical procedures that have effectively given the person the physical conformation of a person of a specified sex .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	120	106	15	nicholls	In Australia Chisholm J reached a similar conclusion in Re Kevin ( validity of marriage of transsexual ) [ 2001 ] Fam CA 1074 , a case decided after the decision of the Court of Appeal in the present case .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	1	0	1	1
3.21	69	121	107	15	nicholls	Chisholm J 's extensive judgment contains a powerful critique of the existing law and a useful review of international developments .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	122	108	15	nicholls	Having regard to the view I take of this case , it is not necessary for me to elaborate on his views .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	123	109	15	nicholls	Suffice to say , his conclusion was that there is no ' formulaic solution ' to determining the sex of an individual for the purpose of the law of marriage .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	124	110	15	nicholls	All relevant matters need to be considered , including the person 's life experiences and self-perception .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	125	111	15	nicholls	Post-operative transsexual people will normally be members of their reassigned sex .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	127	112	16	nicholls	This decision was the subject of an appeal .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	128	113	16	nicholls	Very recently , on 21 February 2003 , the full court of the Federal Family Court dismissed the appeal :	BACKGROUND	NONE	NONE	NONE	NONE	0	0	1	0	0	0
3.21	69	129	114	16	nicholls	Appeal no. EA / 97/2001 ( unreported ) .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	130	115	16	nicholls	The judgment of the full court contains an invaluable survey of the authorities and the issues .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	131	116	16	nicholls	The court concluded that in the relevant Commonwealth marriage statute the words ' man ' and ' woman ' should be given their ordinary , everyday contemporary meaning .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	132	117	16	nicholls	Chisholm J .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	132	118	16	nicholls	was entitled to conclude , as a question of fact , that the word ' man ' includes a post-operative female to male transsexual person .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	133	119	16	nicholls	The full court left open the ' more difficult ' question of pre-operative transsexual persons .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	134	120	16.5	nicholls	The decisions of the courts below	TEXTUAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	135	121	17	nicholls	The trial judge , Johnson J , recognised there has been a marked change in social attitudes to problems such as those of Mrs Bellinger since Corbett v Corbett [ 1971 ] P 83 was decided in 1970 .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	1	1	1
3.21	69	136	122	17	nicholls	The law on this matter in this country is , or is becoming , a minority position , at least so far as Europe is concerned .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	137	123	17	nicholls	But the law is clear , and as a judge he had to accept the law as it is .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	138	124	17	nicholls	What is also clear is that this is no simple matter .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	139	125	17	nicholls	Potentially there are serious implications to be considered in relation to the law of marriage and other areas of life : see [ 2001 ] 1 FLR 389 , 402 .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	1	0
3.21	69	141	126	18	nicholls	Likewise , the majority of the Court of Appeal , having considered up to date medical evidence , adhered to the Corbett approach .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	1	1	0	0
3.21	69	142	127	18	nicholls	The three criteria relied upon by Ormrod J remain the only basis upon which to decide upon the gender of a child at birth .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	143	128	18	nicholls	There is , in informed medical circles , a growing momentum for recognition of transsexual people for every purpose and in a manner similar to those who are inter-sexed .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	144	129	18	nicholls	This reflects changes in social attitudes as well as advances in medical research .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	145	130	18	nicholls	But recognition of a change of gender for the purposes of marriage would require some certainty regarding the point at which the change takes place .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	146	131	18	nicholls	This point is not easily ascertainable .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	147	132	18	nicholls	At what point would it be consistent with public policy to recognise that a person should be treated for all purposes , including marriage , as a person of the opposite sex to that which he or she was correctly assigned at birth ?	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	148	133	18	nicholls	This is a question for Parliament , not the courts : see [ 2002 ] 2 WLR 411 , 434 - 436 , paras 97 - 109 .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	1	0
3.21	69	150	134	19	nicholls	In his dissenting judgment Thorpe LJ questioned whether it was right , particularly in the context of marriage , to make the chromosomal factor conclusive , or even dominant .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	151	135	19	nicholls	It is an invisible feature of an individual , incapable of perception other than by scientific test .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	152	136	19	nicholls	In the context of the institution of marriage as it is today it is right to give predominance to psychological factors and to carry out the essential assessment of gender at or shortly before the time of marriage rather than at the time of birth : [ 2002 ] 2 WLR 411 , 449 , para 155 .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	1	0
3.21	69	153	137	19.5	nicholls	The European Court of Human Rights	TEXTUAL	NONE	NONE	NONE	NONE	0	0	1	0	0	0
3.21	69	154	138	20	nicholls	This issue has been before the European Court of Human Rights on several occasions in the last twenty years .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	1	0	0	0
3.21	69	155	139	20	nicholls	During this period the development of human rights law on this issue has been remarkably rapid .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	156	140	20	nicholls	Until very recently the court consistently held that application of the Corbett criteria , and consequent non-recognition of change of gender by post-operative transsexual persons , did not constitute a violation of article 8 ( right to respect for private life ) or article 12 ( right to marry ) : Rees v United Kingdom ( 1986 ) 9 EHRR 56 , Cossey v United Kingdom ( 1990 ) 13 EHRR 622 , and Sheffield and Horsham v United Kingdom ( 1998 ) 27 EHRR 163 .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	1	1	0
3.21	69	157	141	20	nicholls	It is to be noted , however , that in the latter case the court was critical of the United Kingdom 's apparent failure to take any steps to keep this area of the law under review .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	158	142	20	nicholls	There is , the court said , an increased social acceptance of transsexualism and an increased recognition of the problems which post-operative transsexual people encounter .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	159	143	20	nicholls	The court reiterated that this area ' needs to be kept under review by Contracting States ' : para 60 .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	161	144	21	nicholls	In its most recent decision the court has taken the view that the sands of time have run out .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	162	145	21	nicholls	The United Kingdom 's margin of appreciation no longer extends to declining to give legal recognition to all cases of gender reassignment .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	163	146	21	nicholls	This was the decision of the court , sitting as a grand chamber , in the case of Goodwin v United Kingdom ( 2002 ) 35 EHRR 18 .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	0
3.21	69	164	147	21	nicholls	Judgment was given in July 2002 , that is , after the Court of Appeal gave its judgment in the present case .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	1	0	0	0
3.21	69	165	148	21	nicholls	Christine Goodwin was a post-operative male to female transsexual .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	166	149	21	nicholls	The court held unanimously that the United Kingdom was in breach of articles 8 and 12 .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
3.21	69	168	150	22	nicholls	The court 's judgment was wide-ranging .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	169	151	22	nicholls	As it happens , this was not a ' marriage ' case .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	170	152	22	nicholls	Christine Goodwin had married as a man and later been divorced .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	1
3.21	69	171	153	22	nicholls	Her complaint was that in several respects she , as a post-operative transsexual person , was not treated fairly by the laws or practices of this country .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	172	154	22	nicholls	She was unable to pursue a claim for sexual harassment in an employment tribunal because she was considered in law to be a man .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	173	155	22	nicholls	She was not eligible for a state pension at 60 , the age of entitlement for women .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	174	156	22	nicholls	She remained obliged to pay the higher car insurance premiums applicable to men .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	175	157	22	nicholls	In many instances she had to choose between revealing her birth certificate and foregoing advantages conditional upon her producing her birth certificate .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
3.21	69	176	158	22	nicholls	Her inability to marry as a woman seems not to have been the subject of specific complaint by her .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
