2.21	32	36	31	5	hoffmann	"On the second , they held that the general terms of section 20 ( 1 ) ( "" such documents as are in the person 's possession or power "" ) could not be qualified to exclude documents subject to LPP ."	PROCEEDINGS	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	38	32	6	hoffmann	In the Court of Appeal ( Schiemann and Sedley LJJ and Blackburne J ) MG did not pursue the first point and the Court of Appeal agreed with the Divisional Court on the second .	PROCEEDINGS	2	NONE	NONE	NONE	0	0	1	0	0	1
2.21	32	39	33	6	hoffmann	It is solely on the construction of the Act that MG appeal to your Lordships ' House .	FRAMING	2	NONE	NONE	NONE	0	0	1	0	0	0
2.21	32	41	34	7	hoffmann	Two of the principles relevant to construction are not in dispute .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	42	35	7	hoffmann	First , LPP is a fundamental human right long established in the common law .	BACKGROUND	6	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	43	36	7	hoffmann	It is a necessary corollary of the right of any person to obtain skilled advice about the law .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	44	37	7	hoffmann	Such advice cannot be effectively obtained unless the client is able to put all the facts before the adviser without fear that they may afterwards be disclosed and used to his prejudice .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	45	38	7	hoffmann	The cases establishing this principle are collected in the speech of Lord Taylor of Gosforth CJ in R v Derby Magistrates Court , Ex p B [ 1996 ] AC 487 .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	1
2.21	32	46	39	7	hoffmann	It has been held by the European Court of Human Rights to be part of the right of privacy guaranteed by article 8 of the Convention ( Campbell v United Kingdom ( 1992 ) 15 EHRR 137 ; Foxley v United Kingdom ( 2000 ) 31 EHRR 637 ) and held by the European Court of Justice to be a part of Community law :	BACKGROUND	NONE	NONE	NONE	NONE	1	0	1	1	1	0
2.21	32	46	40	7	hoffmann	A M & S Europe Ltd v Commission of the European Communities ( Case 155/79 ) [ 1983 ] QB 878 .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	1	0
2.21	32	48	41	8	hoffmann	Secondly , the courts will ordinarily construe general words in a statute , although literally capable of having some startling or unreasonable consequence , such as overriding fundamental human rights , as not having been intended to do so .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	49	42	8	hoffmann	An intention to override such rights must be expressly stated or appear by necessary implication .	BACKGROUND	6	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	50	43	8	hoffmann	The speeches of Lord Steyn and myself in R v Secretary of State for the Home Department , Ex p Simms [ 2000 ] 2 AC 115 contain some discussion of this principle and its constitutional justification in the context of human rights .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	1
2.21	32	51	44	8	hoffmann	But the wider principle itself is hardly new .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	52	45	8	hoffmann	It can be traced back at least to Stradling v Morgan ( 1560 ) 1 Pl 199 .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	1	1	0
2.21	32	54	46	9	hoffmann	Section 20 ( 1 ) contains no express reference to LPP and the question is therefore whether its exclusion must necessarily be implied .	FRAMING	7	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	55	47	9	hoffmann	For this purpose it is necessary to examine section 20 ( 1 ) in its context .	FRAMING	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	56	48	9	hoffmann	It was first enacted as part of a group of sections dealing with the powers of tax authorities to obtain information , inserted into the 1970 Act by section 57 ( 1 ) of and Schedule 6 to the Finance Act 1976 .	BACKGROUND	NONE	NONE	NONE	NONE	1	1	0	0	0	0
2.21	32	57	49	9	hoffmann	These sections have since been amended and amplified on a number of occasions but the revenue do not suggest that the amendments have changed the meaning which the relevant words in section 20 ( 1 ) had in 1976 .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	58	50	9	hoffmann	It is therefore sufficient to consider the 1976 provisions , the material part of which are for convenience reproduced as an appendix to this opinion .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	60	51	10	hoffmann	The argument for the revenue is essentially that Parliament has provided a number of specific safeguards and restrictions for the protection of the taxpayer , including an express preservation of LPP for documents in the possession of a barrister , advocate or legal adviser .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	61	52	10	hoffmann	It therefore necessarily follows that no wider qualification of the general words of section 20 ( 1 ) was intended .	PROCEEDINGS	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	63	53	11	hoffmann	The first form of safeguard is some form of judicial or administrative control , graduated according to the intrusiveness of the power .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	64	54	11	hoffmann	Thus the inspector 's power to require delivery of documents under section 20 ( 1 ) or ( 3 ) requires the consent of a general or special commissioner : subsection ( 7 ) .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	65	55	11	hoffmann	Consent is not needed only if the Board of Inland Revenue itself makes the request under section 20 ( 2 ) .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	66	56	11	hoffmann	Likewise , only the Board may give a notice under section 20 ( 1 ) or ( 3 ) to a barrister , advocate or solicitor : section 20B ( 3 ) .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	67	57	11	hoffmann	"Notices to tax accountants under section 20A ( 1 ) ( see section 20A ( 3 ) ) and searches under section 20C ( 1 ) require the consent or warrant ( as the case may be ) of "" the appropriate judicial authority "" , which in England means a circuit judge : section 20D ( 1 ) ( a ) ."	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	69	58	12	hoffmann	The second restriction is the preservation or creation by section 20B ( 2 ) of a limited form of litigation privilege in tax appeals , analogous to that enjoyed by a party to civil or criminal proceedings .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	70	59	12	hoffmann	"A notice by an inspector under section 20 ( 1 ) or ( 3 ) cannot require the taxpayer to produce "" documents relating to the conduct of a pending appeal by the [ "" him "" ] "" ."	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	71	60	12	hoffmann	For some reason which seems to me unclear , this privilege does not protect the taxpayer when the notice has been given by the Board : see R v Inland Revenue Commissioners , Ex p Taylor ( No 2 ) ( 1990 ) 62 T.C. 578 , 593 .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	1	0
2.21	32	72	61	12	hoffmann	It is in any case a litigation privilege which does not cover the same ground as ( though it may overlap with ) LPP .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	73	62	12	hoffmann	It applies to documents relating to the conduct of an appeal by , for example , a taxpayer in person , and not merely communications and documents relating to the obtaining of legal advice .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	74	63	12	hoffmann	On the other hand , it is confined the documents relating to a tax appeal , whereas LPP applies to legal advice whenever sought and for whatever purpose .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	75	64	12	hoffmann	The distinction between LPP and litigation privilege is succinctly stated by Lord Denning MR in Buttes Gas and Oil Co v Hammer ( No 3 ) [ 1981 ] QB 223 , 243 - 244 .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	1	0
2.21	32	77	65	13	hoffmann	The third restriction is that an inspector cannot give notices under section 20 ( 1 ) or ( 3 ) or section 20A ( 1 ) to a barrister , advocate or solicitor .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	78	66	13	hoffmann	The decision to give such a notice must be taken at a higher administrative level , by the Board .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	80	67	14	hoffmann	"Fourthly , by section 20B ( 9 ) , a tax accountant ( defined by section 20D ( 2 ) to include anyone who assists someone else in the preparation of his tax returns or accounts and so possibly including a lawyer ) cannot be required by notice under section 20 ( 3 ) to deliver "" documents which are his ( the accountant 's ) property and originate as working papers of that relationship . """	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	82	68	15	hoffmann	Fifthly , sections 20B ( 8 ) and 20C ( 3 ) deal specifically with LPP , but only in relation to documents in the possession of the lawyer .	BACKGROUND	7	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	83	69	15	hoffmann	They cannot be required to be delivered by a notice under section 20 ( 3 ) or 20A ( 1 ) without the client 's consent and they cannot be seized or removed under section 20C ( 1 ) .	BACKGROUND	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	85	70	16	hoffmann	In my opinion the first four safeguards or restrictions are concerned with questions so distinct from LPP that they provide no basis for any implication that it was intended to be excluded .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	86	71	16	hoffmann	The provisions for judicial or administrative control are intended to prevent abuse of the statutory powers .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	87	72	16	hoffmann	"In the present case , for example , the special commissioner who consented to the notice under section 20 ( 1 ) was required to be satisfied that "" in all the circumstances the inspector is justified in proceeding under this section "" : section 20 ( 7 ) ."	FRAMING	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	88	73	16	hoffmann	That involves a judgment as to whether the inspector was acting reasonably .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	89	74	16	hoffmann	It requires the special commissioner to balance the public interest that the inspector should have information needed to make a correct assessment against the interests of the taxpayer in not having his privacy invaded further than necessary : compare R v Inland Revenue Commissioners , Ex p T C Coombs & Co [ 1991 ] 2 AC 283 .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	1	0
2.21	32	90	75	16	hoffmann	But LPP does not involve such a balancing of interests .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	91	76	16	hoffmann	It is absolute and is based not merely upon the general right to privacy but also upon the right of access to justice : see the R v Derby Magistrates ' Court , [ 1996 ] AC 487 .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	1	0
2.21	32	93	77	17	hoffmann	The second restriction by reference to litigation privilege also gives rise to no implication about LPP .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	94	78	17	hoffmann	It may well give rise to the implication that no litigation privilege was to exist other than in the circumstances specified in section 20B ( 2 ) , as was held by the Court of Appeal in R v Commissioners of Inland Revenue , ex parte Taylor ( No. 2 ) ( 1990 ) 62 T.C. 578 , 593 .	FRAMING	NONE	NONE	NONE	NONE	1	0	1	1	1	0
2.21	32	95	79	17	hoffmann	But it has no bearing on LPP .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	97	80	18	hoffmann	The provision which requires that a notice to a barrister , advocate or solicitor should be given only by the Board does not in my opinion take the matter any further .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	98	81	18	hoffmann	It is entirely consistent with the preservation of LPP , which indeed is expressly preserved in such a case by section 20B ( 8 ) .	FRAMING	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	100	82	19	hoffmann	Finally , section 20B ( 9 ) is a curious provision which appears designed to protect the proprietary interest of the tax accountant in his working papers : compare Chantrey Martin v Martin [ 1953 ] 2 QB 286 and Gomba Holdings UK Ltd v Minories Finance Ltd [ 1988 ] 1 WLR 1231 .	FRAMING	NONE	NONE	NONE	NONE	1	0	0	1	1	0
2.21	32	101	83	19	hoffmann	It has nothing to do with LPP .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	103	84	20	hoffmann	Although I appreciate that the revenue rely upon the inference to be drawn from the cumulative effect of these various provisions , I do not consider that even cumulatively they come anywhere near giving rise to an implication that LPP was intended to be excluded .	DISPOSAL	7	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	104	85	20	hoffmann	In my opinion , the revenue stand or fall by the express references to LPP in sections 20B ( 8 ) and 20C ( 3 ) .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	105	86	20	hoffmann	If these are consistent with the preservation of LPP for documents in the hands of the taxpayer , the other provisions are no more than makeweights .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	107	87	21	hoffmann	The argument for the revenue on sections 20B ( 8 ) and 20C ( 3 ) is simple .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	108	88	21	hoffmann	If Parliament intended to preserve LPP in general , why did it specifically provide for its preservation inrespectof documents in the possession or power of a lawyer ?	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	109	89	21	hoffmann	The inescapable inference is said to be that LPP was not intended to be preserved for documents in the possession or power of the taxpayer .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	110	90	21	hoffmann	This was the view of the Divisional Court , the Court of Appeal and also Bingham LJ in R v Inland Revenue Commissioners , Ex p Taylor ( No 2 ) ( 1990 ) 62 T.C. 578 , 593 - 594 .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	1	1	1	1
2.21	32	112	91	22	hoffmann	I see the force of this argument but I think that it has difficulties which were not fully addressed either in the Court of Appeal or in the Taylor case .	FRAMING	NONE	NONE	NONE	NONE	0	0	1	1	0	0
2.21	32	113	92	22	hoffmann	Why should Parliament want to preserve LPP for documents in the hands of the lawyer but not for documents ( which may well be copies or originals of the same documents ) in the hands of the taxpayer ?	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	114	93	22	hoffmann	The irrationality of such a scheme was commented upon by Advocate General Sir Gordon Slynn in A M & S Europe Ltd v Commission of the European Communities ( Case 155/79 ) [ 1983 ] QB 878 , 913 - 914 :	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	1	0
2.21	32	114	94	22.5	hoffmann	""" If one considers the real purpose of the protection ..."	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	114	95	22.5	hoffmann	I can for my part see no justifiable distinction between such documents in the hands of the lawyer and in the hands of the client .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	115	96	22.5	hoffmann	If the lawyer has one copy and the client another , both should be protected .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	116	97	22.5	hoffmann	The request and the reply , if relating to legal advice , are of the same nature .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	117	98	22.5	hoffmann	To tell the client that if he leaves his documents at his lawyer 's office they will be protected , but that , if he keeps them himself , they are not seems to me indefensible and likely to encourage , eg the giving of oral advice if it is unfavourable advice , and the destruction or transfer to the lawyer 's office of documents .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	118	99	22.5	hoffmann	It would be quite extraordinary that if the lawyer 's documents were , by chance , left at the client 's premises , the day the inspector called , they must be produced , but that if the lawyer took his file away with him , they would not .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	119	100	22.5	hoffmann	In my opinion the rule covers communications between lawyer and client made for the purpose of obtaining or giving legal advice in whoever 's hands they are and whether legal proceedings have begun or not .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	120	101	22.5	hoffmann	"It covers also the contents of that advice ( given orally or in writing ) , in whatever form it is recorded - whether in a letter or in a summary or in a note or in minutes . """	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	122	102	23	hoffmann	Mr Brennan QC , for the Inland Revenue , said that there was no real anomaly because the inspector could indirectly obtain documents in the possession of the lawyer by applying to the taxpayer .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	123	103	23	hoffmann	"He would have to produce them on the ground that , although in the lawyer 's possession , he was entitled to them as against the lawyer and they were accordingly in his "" power "" ."	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	124	104	23	hoffmann	The purpose of section 20B ( 8 ) was to prevent the lawyer from being placed in a situation in which he had a statutory duty which conflicted with his duty to his client .	PROCEEDINGS	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	125	105	23	hoffmann	It eliminated conflict by providing that the duty to the client prevailed .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	126	106	23	hoffmann	If the revenue wanted the documents , they had to serve a notice on the client .	PROCEEDINGS	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	128	107	24	hoffmann	I do not find this an adequate explanation .	DISPOSAL	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	129	108	24	hoffmann	If Parliament had simply wanted to spare lawyers the difficulty of deciding which master to serve , it could just as easily have removed the problem by providing that documents in the hands of lawyers also had to be produced .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	130	109	24	hoffmann	Why should it have chosen to say that they could not be produced without the client 's consent ?	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	131	110	24	hoffmann	If the client 's consent is required when the documents are in the hands of the lawyer , why should it not be required when they are in the hands of the client himself ?	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	132	111	24	hoffmann	It seems to me strange to say that the lawyer could not produce the documents without the client 's consent , but leave it to be inferred that a client served with a notice under section 20 ( 1 ) would be obliged to give his consent .	FRAMING	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	133	112	24	hoffmann	"The documents in the hands of the lawyer might be in the "" power "" of the client but then again they might not ."	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	134	113	24	hoffmann	They might be attendance notes or similar documents belonging to the lawyer .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	135	114	24	hoffmann	Or he might have a lien over them for his fees .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	136	115	24	hoffmann	On any view , the revenue 's entitlement to the documents would be subject to chance events in the way Sir Gordon Slynn described .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	138	116	25	hoffmann	Despite these difficulties , one is bound to ask why Parliament should have dealt expressly with documents in the hands of the lawyer but not with those in the hands of the client .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	139	117	25	hoffmann	LPP is , after all , a single privilege , for the benefit of the client , whether the documents are in his hands or that of his lawyer .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	140	118	25	hoffmann	When the lawyer is served with a notice under section 20 ( 3 ) or 20A ( 1 ) , he has no privilege of his own but may , indeed must , assert that of his client .	FRAMING	NONE	NONE	NONE	NONE	1	0	0	0	0	0
2.21	32	142	119	26	hoffmann	I think that the explanation may lie in Parry-Jones v Law Society [ 1969 ] 1 Ch 1 .	FRAMING	NONE	NONE	NONE	NONE	0	0	0	1	1	0
2.21	32	143	120	26	hoffmann	The Law Society had a statutory power to make rules to enforce compliance with the Solicitors ' Accounts Rules and Solicitors ' Trust Accounts Rules and had made rules which entitled it for this purpose to require a solicitor to produce documents relating to his practice [ or any trust ] of which he was a solicitor trustee to an appointed investigator .	BACKGROUND	NONE	NONE	NONE	NONE	0	1	0	0	0	0
2.21	32	144	121	26	hoffmann	Mr Parry-Jones objected to such a request on the ground that some of the documents contained confidential information relating to clients which could not be disclosed without their consent .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	145	122	26	hoffmann	He issued a writ claiming an injunction to restrain the Law Society from proceeding with its request .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	146	123	26	hoffmann	Buckley J struck out the writ as disclosing no cause of action and his order was affirmed by the Court of Appeal .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	1	0	0	1
2.21	32	148	124	27	hoffmann	Lord Denning MR dealt with the matter as follows , at pp 6 - 7 :	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	1
2.21	32	148	125	27.5	hoffmann	""" We all know that , as between solicitor and client , there are two privileges ."	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	149	126	27.5	hoffmann	The first is the privilege relating to legal proceedings , commonly called legal professional privilege .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	150	127	27.5	hoffmann	A solicitor must not produce or disclose in any legal proceedings any of the communications between himself and his client without the client 's consent .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	151	128	27.5	hoffmann	The second privilege arises out of the confidence subsisting between solicitor and client similar to the confidence which applies between doctor and patient , banker and customer , accountant and client , and the like .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	152	129	27.5	hoffmann	The law implies a term into the contract whereby a professional man is to keep his client 's affairs secret and not to disclose them to anyone without just cause ...	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	152	130	27.5	hoffmann	This particularly applies in the relationship of solicitor and client .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	153	131	27.5	hoffmann	The solicitor is not to disclose his client 's affairs to anyone at all except under the most special and exceptional circumstances .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	154	132	27.5	hoffmann	In reliance on these principles , Mr. Parry-Jones says that the accountant sent by the Law Society should not be allowed to see documents or information relating to a client 's affairs ...	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	154	133	27.5	hoffmann	In my opinion the contract between solicitor and client must be taken to contain this implication : the solicitor must obey the law , and , in particular , he must comply with the rules made under the authority of statute for the conduct of the profession .	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	155	134	27.5	hoffmann	"If the rules require him to disclose his client 's affairs , then he must do so . """	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	0
2.21	32	157	135	28	hoffmann	Diplock LJ gave a judgment to similar effect , at p 9 :	BACKGROUND	NONE	NONE	NONE	NONE	0	0	0	0	0	1
